	item_name	item_url	item_phones_list	item_address	item_site
10	Стоматологический центр Smile stom	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_smile_stom/	['+74232740080', '+79147040080']	Владивосток,   улица Мордовцева,   6, 8 этаж	
11	Медицинский центр с программой полного обследования организма Мед эксперт	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_s_programmoj_polnogo_obsledovaniya_organizma_med_ekspert_na_russkoj_ulitse/	['+74232480222', '+74232374887']	Владивосток,   Русская улица,   5Б, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fmedexpert-vl.ru&hash=02c2cfaa82bf0b96092f8c09853ddc99&from=546672f240c088f15a8df0b3.39e7&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_s_programmoj_polnogo_obsledovaniya_organizma_med_ekspert_na_russkoj_ulitse%2F
12	Стоматологическая клиника Premiera	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_premiera/	['+74232605454', '+74232008686']	Владивосток,   Светланская улица,   80В, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fpremiera.clinic%2F&hash=ccaef563b60942ad6ccf686f4a92c1dd&from=5c135770c2022175e5680772.a8b5&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_premiera%2F
13	Медицинский центр Двфу	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_dvfu_na_russkom_mostu/	['+74232230000']	Приморский край,   пос. Русский,   посёлок Аякс,   10 к M, 8 этаж	https://dvfu-med.obiz.ru/?token=20230731053510hbfB
14	Центр стоматологии профессора Русаковой	https://vladivostok.zoon.ru/medical/tsentr_stomatologii_professora_rusakovoj/	['+74232790322', '+74232434191', '+74232420240']	Владивосток,   улица Уборевича,   38, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Frusakova-dent.ru&hash=712a837fd54e876220540a72e434e828&from=57dc564840c088373b910202.1ba8&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Ftsentr_stomatologii_professora_rusakovoj%2F
15	Стоматологическая клиника MagicDent	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_magicdent_na_hersonskoj_ulitse/	['+79841981130', '+74232536101']	Владивосток,   Херсонская улица,   4, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fmagicdent.2gis.biz&hash=76e3af1f65c2b7b17f4a7123e24dc80a&from=546672ed40c088f15a8ded0e.cfed&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_magicdent_na_hersonskoj_ulitse%2F
16	Стоматологическая клиника Dentium	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dentium_na_2-oj_stroitelnoj_ulitse/	['+74232637514', '+74232988816']	Владивосток,   2-я Строительная улица,   12, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdentium-vl.ru&hash=21452f122d7605f8e2e3c554467ea27f&from=546672f340c088f15a8df18b.ec95&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dentium_na_2-oj_stroitelnoj_ulitse%2F
17	Стоматология Адреналин	https://vladivostok.zoon.ru/medical/stomatologiya_adrenalin_v_krasnoznamennom_pereulke/	['+74232432299', '+74232573303', '+79025573303', '+79084407373']	Владивосток,   Краснознамённый переулок,   4, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fadrenalin-stom.com&hash=a2eee469b3637c720803c7b2efa505eb&from=546672ed40c088f15a8ded06.2460&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_adrenalin_v_krasnoznamennom_pereulke%2F
18	Стоматологическая клиника UniverStom	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_universtom/	['+74232943535', '+79510242525']	Владивосток,   улица Кутузова,   3А, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Funiverstom-vl.ru&hash=80fd2f36afd80aeb6f9653620c0a66ef&from=5d81a32e10de9a0dd94f270e.a805&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_universtom%2F
19	Клиника эстетической стоматологии Приоритет	https://vladivostok.zoon.ru/medical/klinika_esteticheskoi_stomatologii_prioritet_na_ulitse_kalinina/	['+74232790522']	Владивосток,   Калинина,   295, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fprioritetvl.ru&hash=9dfbee4323b9ff8243dbcefaed34e6f1&from=61b9efac7ddfa513b142f30a.82b7&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_esteticheskoi_stomatologii_prioritet_na_ulitse_kalinina%2F
20	Стоматологическая клиника А-стом	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_a-stom/	['+74232957295', '+79146530395']	Владивосток,   Авроровская улица,   24, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fa-stomvld.ru%2F&hash=308af7cf5898ac75d12507c5965114a9&from=5c135772c2022175e568079a.5bb2&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_a-stom%2F
21	Здоровье+	https://vladivostok.zoon.ru/medical/zdorove_plus/	['+79091939453']		
22	Медицинский центр УЛЬТРАДЕНТ	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_ultradent_v_pervomajskom_rajone/	['+74232638485', '+74232636068']	Владивосток,   улица Борисенко,   4, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fultradentdv.ru&hash=f64fdefbee059195f2908207ad8a483d&from=546672f240c088f15a8df114.676d&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_ultradent_v_pervomajskom_rajone%2F
23	Стоматология Smile Stom	https://vladivostok.zoon.ru/medical/stomatologiya_smile_stom/	['+74232522299']	Владивосток,   улица Мордовцева,   6, 5 и 8 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fsmilestomvl.ru&hash=4f38006f175fcf1c0cbb2aff3a12a510&from=62a9ac1d91eb32f77b0df4be.c8eb&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_smile_stom%2F
24	Стоматологическая клиника ID Clinic	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_id_clinic/	['+74232587158', '+79084487158']	Владивосток,  2-я Круговая улица,  12, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fmed-id-clinic.ru%2F&hash=44fb225eb50e6ec693cf5670dc0d574a&from=60936a51a06ecd7114120db2.07d0&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_id_clinic%2F
25	Клиника доктора Кремешного	https://vladivostok.zoon.ru/medical/klinika_doktora_kremeshnogo/	['+74232390918']	Владивосток,   Пологая улица,   53а, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.kdk.dental.ru&hash=2760b9e4df2745a05cba3c3683b82ce8&from=57dc566140c088373b9102c2.3fb0&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fklinika_doktora_kremeshnogo%2F
26	Медицинский центр Нэомед-Плюс	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_neomed-plyus_v_artyome/	['+79241317272']	Приморский край, Артем,    улица Кирова,    47, 1 этаж	https://neomed-plyus.obiz.ru/?token=20230731053616lYk4
27	Стоматология Кристалл	https://vladivostok.zoon.ru/medical/stomatologiya_kristall_na_ulitse_kirova/	['+74232790454']	Владивосток,   улица Кирова,   25А, 5 офис; 1 этаж	https://center-kristall.ru/?token=20230731053620dQoX
28	Медицинский центр Парацельс	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_paratsels/	['+74232262262']	Владивосток,   Новоивановская улица,   4а, 1—3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fparacels-vlad.ru&hash=17b876056ece76151f80662a48c1ed6a&from=546672f240c088f15a8df135.eea4&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_paratsels%2F
29	Клиника современной стоматологии	https://vladivostok.zoon.ru/medical/klinika_sovremennoj_stomatologii_na_enisejskoj_ulitse/	['+74232053625', '+79841953625']	Владивосток,   Енисейская улица,   7/1, 1 этаж	
30	Профессорская клиника Едранова	https://vladivostok.zoon.ru/medical/professorskaya_klinika_edranova/	['+74232055883', '+74232969333', '+74232948228']	Владивосток,   Океанский проспект,   48А, кабинет 501	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fedranov.ru%2F&hash=da710c623ec9087c19bb77f7f0ff2625&from=546672f240c088f15a8df0d0.6bfd&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fprofessorskaya_klinika_edranova%2F
31	Стоматология Centera	https://vladivostok.zoon.ru/medical/stomatologiya_centera_na_ulitse_ostryakova/	['+74232804404']	Владивосток,   проспект Острякова,   8 ст2, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fcentera.pro&hash=835fe3a47a90e093112f04087df9d33d&from=58e24d7340c08872708d3caa.c9fe&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_centera_na_ulitse_ostryakova%2F
32	Медицинский центр Санас	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_sanas_vo_frunzenskom_rajone/	['+74232606060', '+74232429870']	Владивосток,   Океанский проспект,   107, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fsanas.ru&hash=d7e97df8026cfce8f893bc0dac41e769&from=546672f040c088f15a8def1f.4979&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_sanas_vo_frunzenskom_rajone%2F
33	Стоматологическая клиника	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_na_kaplunova/	['+79025208901']	Владивосток,   улица Каплунова,   6, 6 офис; 2 этаж	
34	DocMed	https://vladivostok.zoon.ru/medical/docmed/	['+79185651342']		
35	Центр профессиональной стоматологии	https://vladivostok.zoon.ru/medical/tsentr_professionalnoj_stomatologii_na_ulitse_gogolya/	['+74232800888']	Владивосток,   улица Гоголя,   30, 207 офис; 2 этаж	https://vladivostok.zoon.ru/redirect/?to=https%3A%2F%2Fcentre-profstom.ru%2F&hash=62613ecd4e862844983ab6afd4a0cd6e&from=5c135771c2022175e5680782.7505&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Ftsentr_professionalnoj_stomatologii_na_ulitse_gogolya%2F
36	Студия улыбки Клиомед	https://vladivostok.zoon.ru/medical/studiya_ulybki_kliomed/	['+79154577959']		
37	Стоматологический кабинет Владфрегат	https://vladivostok.zoon.ru/medical/stomatologicheskij_kabinet_vladfregat_v_pervorechenskom_rajone/	['+79025051033']	Владивосток,  улица Адмирала Горшкова,  24, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fvladivostom.ru&hash=6c693eb687f5643c9db0391842973087&from=57dc565940c088373b91026a.4658&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_kabinet_vladfregat_v_pervorechenskom_rajone%2F
38	Стоматологическая клиника Oralprofi	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_oralprofi/	['+74232807857', '+79679587857']	Владивосток,   Некрасовская улица,   36а, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Foralprofi.ru&hash=4370aaabdbcb3c4315388e42275497c9&from=5d81a32e10de9a0dd94f2709.1b18&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_oralprofi%2F
39	Стоматологический центр Мастер дент+	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_master_dent_plus_na_ulitse_kotelnikova/	['+79084438912', '+79084402695', '+74232502695']	Владивосток,   улица Котельникова,   13, 101 кабинет; 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fmaster-dent-plus.ru&hash=c1e9a3f5744a63cf52581611bb88d479&from=546672f040c088f15a8def37.9ef5&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_master_dent_plus_na_ulitse_kotelnikova%2F
40	Женская консультация Первомайского района Владивостокский клинический родильный дом № 3	https://vladivostok.zoon.ru/medical/zhenskaya_konsultatsiya_pervomajskogo_rajona_vladivostokskij_klinicheskij_rodilnyj_dom_3_v_pervomajskom_rajone/	['+74232272436', '+74232272293']	Владивосток,   улица Калинина,   55, 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Frod3.ru&hash=4468879845dd67ef49649f2b275cd782&from=546672f240c088f15a8df12d.e004&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fzhenskaya_konsultatsiya_pervomajskogo_rajona_vladivostokskij_klinicheskij_rodilnyj_dom_3_v_pervomajskom_rajone%2F
41	Стоматологическая клиника Dental home	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dental_home/	['+74232012171', '+79247312171']	Владивосток,   проспект 100-летия Владивостока,   30, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdental.net.ru&hash=79331d3049bcd511f27e53063e56cf88&from=5a3bbceba24fd925a15c5ae0.43b7&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dental_home%2F
42	Стоматологическая клиника Деал-с	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_deal-s_na_russkoj_ulitse/	['+74232007700']	Владивосток,   Русская улица,   55а, 1 этаж	
43	Медицинский центр Дентал мастер	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_dental_master/	['+74232286565', '+74232952992', '+74232056067']	Владивосток,   улица Бурачка,   17, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.dental-master.com&hash=ec346958132fe65cd6df4541b9be91b3&from=546672ed40c088f15a8ded3e.cf7a&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_dental_master%2F
44	Стоматологическая клиника Доктор Стом	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_doktor_stom/	['+79146669040']	Владивосток,   проспект 100-летия Владивостока,   31	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.doctorstomvl.ru&hash=9b740bee3c7049ea3c14b15478721f0d&from=63d8fd15defd87fbe009ecd5.b230&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_doktor_stom%2F
45	Стоматология Астра-Дент	https://vladivostok.zoon.ru/medical/stomatologiya_astra-dent/	['+79242385757', '+74232380627']	Владивосток,   п. Трудовое,   ул. Лермонтова,   д. 64, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fastradentvl.ru%2F&hash=b3e496de70e881e724960e72dc6fff7d&from=546672f340c088f15a8df187.9782&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_astra-dent%2F
46	Медицинский центр Коралл	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_korall_v_artyome-32d9/	['+74233739713']	Приморский край, Артём,    улица Чапаева,    2А	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.coralcentre.ru&hash=e527a5c1e9906dba4696d38a37e20075&from=546672f640c088f15a8df3b2.658b&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_korall_v_artyome-32d9%2F
47	Родильное отделение № 2 Приморская краевая клиническая больница № 1	https://vladivostok.zoon.ru/medical/rodilnoe_otdelenie_2_primorskaya_kraevaya_klinicheskaya_bolnitsa_1/	['+74232400624', '+74232223013', '+74232222046']	Владивосток,   Алеутская улица,   38, 4 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.pkkb1.ru&hash=89f8d9b0e5981064d3c87f86d809e822&from=546672f040c088f15a8def5a.4259&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Frodilnoe_otdelenie_2_primorskaya_kraevaya_klinicheskaya_bolnitsa_1%2F
48	Стоматологическая клиника Карат-В	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_karat-v_na_russkoj_ulitse/	['+74232329898']	Владивосток,   Русская улица,   77, 1 этаж	
49	Стоматологическая клиника Стоматологическая клиника	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_stomatologicheskaya_klinika_na_batarejnoj_ulitse/	['+74232392299', '+79914966099']	Владивосток,   Батарейная улица,   2, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdoctor-shadrin.ru&hash=fe38b9b382b1f76bc9b62f7c68f50490&from=5d818c3e10de9a0dd94e7eb5.787e&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_stomatologicheskaya_klinika_na_batarejnoj_ulitse%2F
50	Стоматология А.С.Б.	https://vladivostok.zoon.ru/medical/stomatologiya_asb_na_prospekte_krasnogo_znameni/	['+74232439503', '+74232668889', '+79024808889']	Владивосток,   проспект Красного Знамени,   114, 1 этаж	
51	Стоматологическая клиника Династия	https://vladivostok.zoon.ru/medical/stomatologicheskaya_klinika_dinastiya/	['+74232809962', '+79679589962']	Владивосток,   Иртышская улица,   5, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fdinastiya25.ru&hash=3ef39c38fe1f04875ad9bb34a33208c6&from=5c135774c2022175e56807b6.e2d0&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskaya_klinika_dinastiya%2F
52	Бенефит	https://vladivostok.zoon.ru/medical/benefit/	['+74232333222', '+74232444222']	Владивосток,   Бестужева,   21а, 202 офис; 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fbenefit-medic.ru%2F&hash=5a0289febe0076e61fe0b59ac8dd5b1f&from=546672f440c088f15a8df235.2c98&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fbenefit%2F
53	Краевая стоматологическая поликлиника	https://vladivostok.zoon.ru/medical/kraevaya_stomatologicheskaya_poliklinika_na_ulitse_uborevicha/	['+74232228617', '+74232607513']	Владивосток,   улица Уборевича,   14, 1 этаж	
54	Стоматология Вера	https://vladivostok.zoon.ru/medical/stomatologiya_vera_na_narodnom_prospekte/	['+74232204438']	Владивосток,   Народный проспект,   11, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fstomvera.ru%2F&hash=7aea0b4e99ff9e247c3eb1ae17b831a2&from=546672f140c088f15a8df03f.5bad&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_vera_na_narodnom_prospekte%2F
55	Семейный медицинский центр Koreamed	https://vladivostok.zoon.ru/medical/semejnyj_meditsinskij_tsentr_koreamed/	['+74232223080']	Владивосток,   проспект Красного Знамени,   94, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fkoreamedcenter.ru%2F&hash=6a6bb888fc8ea27960842b6af5b2b388&from=57dc560840c088373b910188.25bd&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fsemejnyj_meditsinskij_tsentr_koreamed%2F
56	Медицинский центр Лотос	https://vladivostok.zoon.ru/medical/meditsinskij_tsentr_lotos_na_ulitse_gogolya/	['+74232393909']	Владивосток,   улица Гоголя,   41, 1 этаж; правое крыло	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Flotosvl.ru&hash=919a216bc75e5ca91e84fe3cf398672d&from=546672f040c088f15a8def0b.1ff5&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fmeditsinskij_tsentr_lotos_na_ulitse_gogolya%2F
57	Стоматологический центр Никодент	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_nikodent_na_pushkinskoj_ulitse/	['+74232267000']	Владивосток,   Пушкинская улица,   109, 4 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fwww.nikodent.ru%2F&hash=e5e9b6702b87429908988760389a7a9d&from=546672f240c088f15a8df0d8.1e0a&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_nikodent_na_pushkinskoj_ulitse%2F
58	Диагностический центр 3D Томография	https://vladivostok.zoon.ru/medical/diagnosticheskij_tsentr_3d_tomografiya_na_ulitse_ilicheva/	['+79679587119', '+74232807119']	Владивосток,   улица Ильичёва,   4, 1 офис; 2 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2F%D1%82%D0%BE%D0%BC%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F%D0%B2%D0%BB.%D1%80%D1%84&hash=9e26c48305c8d3f39d7452b1d30e7428&from=5d816f6210de9a0dd94dced2.a40c&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fdiagnosticheskij_tsentr_3d_tomografiya_na_ulitse_ilicheva%2F
59	Стоматологический центр Аванстом	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_avanstom/	['+79502895089', '+74232916921']	Владивосток,  улица Адмирала Горшкова,  40, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Favanstom-vladivostok.ru&hash=9417b2677afb2b3c51cb559fb38ceca9&from=5c135772c2022175e5680792.9ddd&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_avanstom%2F
60	Стоматология Медис	https://vladivostok.zoon.ru/medical/stomatologiya_medis/	['+74232673000', '+74232790890']	Владивосток,   Днепровская улица,   36, 1 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fmedisdent.ru&hash=8ff422ca6074857e38dcd2ce4b394b44&from=58e24d0740c08872708d3c8c.4603&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologiya_medis%2F
61	Поликлиника Здоровье	https://vladivostok.zoon.ru/medical/poliklinika_zdorove_na_sportivnoj_ulitse_v_nahodke/	['+79247358901', '+74236672666', '+74236672070']	Приморский край, Находка,    Спортивная улица,    2, вход с улицы, 3 этаж	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2F%D0%BF%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D0%B5.%D1%80%D1%84&hash=12598a94376596268731ebe8bf4faf54&from=5cf87a03fb9e9f021c359093.84a1&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fpoliklinika_zdorove_na_sportivnoj_ulitse_v_nahodke%2F
62	Стоматология Панадента	https://vladivostok.zoon.ru/medical/stomatologiya_panadenta/	['+74232443535']	Владивосток,   Луговая улица,   69, 1 этаж	
63	Стоматологический центр Мастерская улыбки плюс	https://vladivostok.zoon.ru/medical/stomatologicheskij_tsentr_masterskaya_ulybki_plyus/	['+79147033559']	Владивосток,   Океанский проспект,   92	https://vladivostok.zoon.ru/redirect/?to=http%3A%2F%2Fsw-dent.ru&hash=57ef9c299c5a2cafda121a91b27c9635&from=5d816f5610de9a0dd94dce95.7462&ext_site=ext_site&backurl=https%3A%2F%2Fvladivostok.zoon.ru%2Fmedical%2Fstomatologicheskij_tsentr_masterskaya_ulybki_plyus%2F
